epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
364,7021.51,0.82123,4.48901,0.90333,0.74138,0.63965,0.70653,0.34497,1.60488,7.75812,1.15917,0.00046886,0.00046886,0.00046886
365,7039.23,0.82093,4.44081,0.88917,0.75865,0.62714,0.71495,0.34705,1.60314,7.77881,1.15041,0.00046556,0.00046556,0.00046556
366,7056.59,0.84413,4.47456,0.90942,0.76396,0.63782,0.71647,0.34529,1.5994,7.71536,1.1499,0.000462259,0.000462259,0.000462259
367,7073.73,0.80864,4.31515,0.8971,0.77382,0.64169,0.72671,0.35308,1.5946,7.65969,1.15069,0.000458958,0.000458958,0.000458958
368,7090.91,0.86737,4.61882,0.92867,0.77002,0.64495,0.71484,0.34403,1.6036,7.74299,1.14921,0.000455658,0.000455658,0.000455658
369,7114.18,0.84928,4.51932,0.90732,0.7718,0.64088,0.72345,0.35194,1.60545,7.74888,1.1511,0.000452357,0.000452357,0.000452357
370,7131.38,0.89913,4.60753,0.89871,0.74345,0.64739,0.70981,0.33617,1.63577,7.99494,1.16386,0.000449056,0.000449056,0.000449056
371,7153.19,0.83229,4.49037,0.92373,0.73822,0.65147,0.70429,0.33239,1.63835,8.02481,1.16566,0.000445756,0.000445756,0.000445756
372,7171.15,0.81789,4.3755,0.90495,0.75021,0.63925,0.70955,0.34282,1.60933,7.8055,1.15264,0.000442455,0.000442455,0.000442455
373,7187.77,0.88333,4.62976,0.89908,0.73767,0.65492,0.71334,0.34115,1.61604,7.80968,1.15496,0.000439154,0.000439154,0.000439154
374,7204.48,0.74083,4.17898,0.9093,0.7421,0.65228,0.70907,0.34301,1.61489,7.8466,1.15187,0.000435854,0.000435854,0.000435854
375,7221.35,0.81309,4.36002,0.89976,0.74603,0.65064,0.71503,0.34529,1.6043,7.86532,1.15358,0.000432553,0.000432553,0.000432553
376,7239.18,0.83851,4.48152,0.90687,0.73503,0.66531,0.71209,0.34142,1.6128,7.88342,1.1554,0.000429253,0.000429253,0.000429253
377,7256.37,0.84224,4.53552,0.90625,0.73334,0.66288,0.70888,0.34423,1.59661,7.92758,1.1497,0.000425952,0.000425952,0.000425952
378,7274.14,0.8686,4.5463,0.9125,0.73753,0.64577,0.70458,0.33696,1.6172,7.97275,1.16178,0.000422651,0.000422651,0.000422651
379,7292.03,0.80312,4.31927,0.89544,0.71944,0.66612,0.70542,0.33867,1.60574,7.91609,1.15232,0.000419351,0.000419351,0.000419351
380,7309.34,0.87947,4.61001,0.93298,0.73286,0.64785,0.70507,0.34092,1.60599,7.88805,1.14864,0.00041605,0.00041605,0.00041605
381,7327.37,0.79869,4.27685,0.90617,0.74554,0.62988,0.70354,0.3426,1.62596,7.9335,1.15327,0.000412749,0.000412749,0.000412749
382,7347.12,0.85765,4.54588,0.90565,0.73851,0.64658,0.70571,0.34428,1.60909,7.93559,1.14139,0.000409449,0.000409449,0.000409449
383,7365.27,0.8563,4.56843,0.91191,0.74543,0.63925,0.69765,0.33817,1.60368,7.93883,1.13705,0.000406148,0.000406148,0.000406148
384,7382.19,0.82264,4.37343,0.88612,0.7295,0.6645,0.70867,0.34748,1.59465,7.91161,1.14079,0.000402847,0.000402847,0.000402847
385,7399.07,0.84716,4.51092,0.9102,0.71674,0.66966,0.70683,0.34566,1.60926,7.94686,1.15157,0.000399547,0.000399547,0.000399547
386,7416.48,0.8584,4.53503,0.89787,0.73539,0.64498,0.70508,0.34262,1.61551,7.96124,1.14996,0.000396246,0.000396246,0.000396246
387,7435.14,0.83846,4.45028,0.90329,0.73975,0.64577,0.7006,0.34324,1.60662,7.89889,1.14826,0.000392945,0.000392945,0.000392945
388,7452.75,0.84306,4.46707,0.92354,0.74137,0.66528,0.71938,0.34267,1.61858,7.79745,1.15289,0.000389645,0.000389645,0.000389645
389,7473.85,0.78886,4.37833,0.9222,0.73681,0.65961,0.71486,0.34212,1.60741,7.7976,1.14382,0.000386344,0.000386344,0.000386344
390,7490.87,0.84485,4.5407,0.89916,0.73511,0.66124,0.71673,0.34621,1.5862,7.75927,1.13188,0.000383043,0.000383043,0.000383043
391,7508.86,0.81746,4.38373,0.889,0.747,0.64821,0.71786,0.34829,1.59669,7.77678,1.13936,0.000379743,0.000379743,0.000379743
392,7527.04,0.84696,4.53026,0.91584,0.73775,0.64902,0.71538,0.34697,1.59288,7.70478,1.14493,0.000376442,0.000376442,0.000376442
393,7544.44,0.76981,4.24439,0.89315,0.76446,0.64488,0.71146,0.34353,1.60872,7.79043,1.16121,0.000373141,0.000373141,0.000373141
394,7561.79,0.78852,4.26207,0.89038,0.76588,0.63844,0.71412,0.34542,1.62182,7.79239,1.16988,0.000369841,0.000369841,0.000369841
395,7579.39,0.75514,4.22908,0.90005,0.76285,0.64177,0.70682,0.34142,1.622,7.87252,1.17083,0.00036654,0.00036654,0.00036654
396,7596.07,0.82033,4.39045,0.89819,0.73925,0.64577,0.70315,0.34058,1.63072,7.79844,1.17486,0.000363239,0.000363239,0.000363239
397,7613.52,0.81994,4.39425,0.90152,0.74233,0.66392,0.71723,0.34701,1.61772,7.76522,1.16961,0.000359939,0.000359939,0.000359939
398,7630.68,0.81033,4.36948,0.92313,0.72924,0.66694,0.71425,0.34697,1.60207,7.85615,1.15621,0.000356638,0.000356638,0.000356638
399,7649.29,0.81007,4.37515,0.89711,0.73279,0.6645,0.70764,0.34385,1.59673,7.90541,1.14474,0.000353337,0.000353337,0.000353337
400,7666.81,0.79294,4.2206,0.87934,0.74715,0.65961,0.71262,0.34219,1.59865,7.95391,1.13831,0.000350037,0.000350037,0.000350037
401,7684.24,0.78977,4.28939,0.89764,0.7512,0.65798,0.70963,0.34207,1.59803,7.91545,1.13847,0.000346736,0.000346736,0.000346736
402,7702.66,0.7554,4.15606,0.89416,0.75839,0.64413,0.70807,0.34315,1.6025,7.89799,1.14571,0.000343435,0.000343435,0.000343435
403,7719.67,0.77318,4.27008,0.90348,0.75849,0.65983,0.71261,0.34329,1.60672,7.85593,1.14577,0.000340135,0.000340135,0.000340135
404,7736.15,0.83883,4.48757,0.91486,0.74136,0.66287,0.71373,0.34462,1.61688,7.79308,1.15606,0.000336834,0.000336834,0.000336834
405,7753.69,0.81023,4.38526,0.92082,0.73858,0.6626,0.72073,0.34878,1.60351,7.70071,1.15472,0.000333533,0.000333533,0.000333533
406,7772.35,0.77767,4.24247,0.89282,0.73733,0.66368,0.71557,0.3442,1.60861,7.75697,1.15612,0.000330233,0.000330233,0.000330233
407,7789.63,0.78697,4.26381,0.89685,0.7352,0.65798,0.71331,0.34622,1.59631,7.71779,1.15129,0.000326932,0.000326932,0.000326932
408,7818.47,0.79549,4.26064,0.88975,0.74281,0.65854,0.71641,0.34785,1.59423,7.69052,1.15246,0.000323631,0.000323631,0.000323631
409,7835.8,0.77714,4.18816,0.91222,0.75197,0.64685,0.71384,0.34633,1.60113,7.74484,1.15221,0.000320331,0.000320331,0.000320331
410,7851.86,0.73041,4.08641,0.88073,0.74867,0.65979,0.71314,0.34674,1.59324,7.7333,1.14843,0.00031703,0.00031703,0.00031703
411,7874.85,0.83251,4.41083,0.89253,0.75022,0.66287,0.71562,0.34785,1.58672,7.66079,1.14387,0.000313729,0.000313729,0.000313729
412,7893.4,0.86459,4.49165,0.90491,0.74314,0.66612,0.71782,0.34984,1.58998,7.7203,1.14685,0.000310429,0.000310429,0.000310429
413,7910.43,0.85682,4.49271,0.8969,0.75701,0.65961,0.71796,0.34865,1.5946,7.69287,1.15021,0.000307128,0.000307128,0.000307128
414,7927.06,0.79683,4.25141,0.87916,0.75595,0.65581,0.72268,0.34961,1.59886,7.68706,1.15261,0.000303827,0.000303827,0.000303827
415,7944.49,0.84785,4.55607,0.90722,0.7581,0.65147,0.71827,0.34442,1.60416,7.82254,1.15314,0.000300527,0.000300527,0.000300527
416,7962.12,0.78004,4.27339,0.8932,0.75055,0.64441,0.71632,0.34233,1.6002,7.82376,1.14558,0.000297226,0.000297226,0.000297226
417,7980.12,0.83708,4.45992,0.89902,0.75173,0.65147,0.71703,0.34686,1.58333,7.75261,1.13438,0.000293925,0.000293925,0.000293925
